"RowNumber","Institution Name","Main Office","Branch Name","Branch Number","Established Date","Acquired Date","Street Address","City","County","State","Zipcode","Latitude","Longitude","2010 Deposits","2011 Deposits","2012 Deposits","2013 Deposits","2014 Deposits","2015 Deposits","2016 Deposits"
"4846","JPMorgan Chase Bank","0","Boulder Hwy and Lake Mead Branch","5360","2002-01-22","2008-09-25","220 E Lake Mead Pkw","Henderson","Clark","NV","89015","36.042400000000001","-114.97797","13744","19152","34019","37203","41714","50677","56420"
"4847","JPMorgan Chase Bank","0","Maryland and Sahara Branch","5362","2000-08-07","2008-09-25","2514 S Maryland Pkw","Las Vegas","Clark","NV","89109","36.142040000000001","-115.13701","24501","32828","32736","31729","34838","40382","48331"
"4848","JPMorgan Chase Bank","0","Hialeah Branch","5363","2000-08-08","2008-09-25","3349 West 80th Street","Hialeah","Miami-Dade","FL","33018","25.895189999999999","-80.350980000000007","34700","39302","43831","51141","59757","68665","78973"
"4849","JPMorgan Chase Bank","0","Tropicana and Eastern Branch","5364","2000-10-23","2008-09-25","2393 E Tropicana Ave","Las Vegas","Clark","NV","89119","36.099899999999998","-115.11936","36647","43155","42240","43692","42754","44038","49008"
"4850","JPMorgan Chase Bank","0","South Shores Center Branch","5365","2000-10-23","2008-09-25","8524 West Lake Mead Boulevard #501","Las Vegas","Clark","NV","89128","36.198900000000002","-115.28062","43242","49278","58567","66094","66626","77168","83160"
"4851","JPMorgan Chase Bank","0","Royal Oaks Miami Lakes Branch","5366","2000-12-04","2008-09-25","15424 Northwest 77th Court #b","Miami Lakes","Miami-Dade","FL","33016","25.913650000000001","-80.328050000000005","61834","65214","76798","83831","96333","105636","113543"
"4852","JPMorgan Chase Bank","0","Sweetwater Branch","5368","2001-01-08","2008-09-25","4997 Sweetwater Boulevard","Sugar Land","Fort Bend","TX","77479","29.587209999999999","-95.632990000000007","49398","51282","63781","81274","93802","117379","133878"
"4853","JPMorgan Chase Bank","0","Kendall Park Plaza Branch","5370","2001-02-05","2008-09-25","16207 Southwest 88th Street","Miami","Miami-Dade","FL","33196","25.68421","-80.455389999999994","33294","37718","42006","48385","52349","58658","63645"
"4854","JPMorgan Chase Bank","0","Lithia Springs Village @ Westfork Br","5372","2001-12-17","2008-09-25","610 Thornton Road","Lithia Springs","Douglas","GA","30122","33.788679999999999","-84.621260000000007","10155","11542","17322","15014","29806","27865","29170"
"4855","JPMorgan Chase Bank","0","Haynes Bridge and Old Alabama Branch","5373","2001-12-17","2008-09-25","3080 Old Alabama Rd","Johns Creek","Fulton","GA","30022","34.021380000000001","-84.268630000000002","17445","21184","28757","38358","44279","50607","53714"
"4856","JPMorgan Chase Bank","0","Atlanta - Buckhead Branch","5374","2001-12-17","2008-09-25","3330 Piedmont Road, Suite 28","Atlanta","Fulton","GA","30305","33.846649999999997","-84.372839999999997","26462","64742","64399","65069","155336","177252","189246"
"4857","JPMorgan Chase Bank","0","Midtown Piedmont Ave Branch","5375","2001-12-17","2008-09-25","595 Peidmont Avenue Ne, Suite 300-310","Atlanta","Fulton","GA","30308","33.773560000000003","-84.376450000000006","20306","26005","41796","56301","89927","83521","109985"
"4858","JPMorgan Chase Bank","0","Roswell - Mansell - Branch","5376","2001-12-17","2008-09-25","976 Mansell Road, Suite 500","Roswell","Fulton","GA","30076","34.042830000000002","-84.333029999999994","12370","12138","22281","24575","32808","39647","56430"
"4859","JPMorgan Chase Bank","0","Lilburn - Beaver Ruin Village Branch","5377","2001-12-17","2008-09-25","4155 Lawrenceville Highway, NW","Lilburn","Gwinnett","GA","30047","33.903350000000003","-84.120639999999995","9743","12179","18346","21543","19610","23851","29958"
"4860","JPMorgan Chase Bank","0","Avondale Westwind Plaza Branch","5378","2002-05-06","2008-09-25","10585 W Indian School Rd., Suite 102","Avondale","Maricopa","AZ","85392","33.493639999999999","-112.28819","8452","10194","12773","14450","32962","38059","57337"
"4861","JPMorgan Chase Bank","0","Avondale Palmilla Center Branch","5379","2002-06-03","2008-09-25","1545 N Dysart Rd","Avondale","Maricopa","AZ","85392","33.461390000000002","-112.34087","23906","23333","24792","27403","29002","33871","39407"
"4862","JPMorgan Chase Bank","0","Glendale 59th and Beardsley Branch","5384","2001-03-26","2008-09-25","20219 N 59th Ave., Suite A-1","Glendale","Maricopa","AZ","85308","33.669289999999997","-112.18659","26395","31412","29110","30687","33861","40511","46338"
"4863","JPMorgan Chase Bank","0","Glendale Sierra Branch","5385","2001-03-26","2008-09-25","6728 West Deer Valley Road, Suite E-1","Glendale","Maricopa","AZ","85310","33.681980000000003","-112.20395000000001","21080","23625","24521","28812","30151","36587","41628"
"4864","JPMorgan Chase Bank","0","Horizon Branch","5397","2002-09-23","2008-09-25","14854 Frank Lloyd Wright Blvd.","Scottsdale","Maricopa","AZ","85260","33.621389999999998","-111.87526","23122","29592","37031","39126","39758","44443","52951"
"4865","JPMorgan Chase Bank","0","Guadalupe and Mcclintock Branch","5400","2002-02-25","2008-09-25","1821 E Guadalupe Rd.","Tempe","Maricopa","AZ","85283","33.363759999999999","-111.91069","23023","23768","31203","34491","69224","76412","86229"
"4866","JPMorgan Chase Bank","0","Fontana Branch","5401","2002-01-18","2008-09-25","14518 Baseline Ave.","Fontana","San Bernardino","CA","92336","34.121519999999997","-117.4881","44795","50285","54320","54693","56836","63944","76398"
"4867","JPMorgan Chase Bank","0","Lodi Branch","5402","2002-05-01","2008-09-25","2445 W Kettleman","Lodi","San Joaquin","CA","95242","38.115580000000001","-121.30504000000001","40051","43835","51567","50074","59868","60578","72609"
"4868","JPMorgan Chase Bank","0","Newbury Park Branch","5403","2002-03-18","2008-09-25","461 S Reno Rd.","Newbury Park","Ventura","CA","91320","34.141449999999999","-118.97898000000001","59830","60567","76281","76478","95693","104657","110634"
"4869","JPMorgan Chase Bank","0","Rocklin Branch","5404","2002-02-01","2008-09-25","2200 Sunset Boulevard, Suite 200","Rocklin","Placer","CA","95765","38.803759999999997","-121.27222","47626","47276","53214","59160","66079","75308","87537"
"4870","JPMorgan Chase Bank","0","Wekiva Branch","5405","2001-11-13","2008-09-25","2111 E Semoran Blvd.","Apopka","Orange","FL","32703","28.673030000000001","-81.47072","26734","26996","31726","34037","36959","40073","48563"
"4871","JPMorgan Chase Bank","0","Cocoa Commons Branch","5406","2002-02-04","2008-09-25","2301 State Rd. 524, Suite 180","Cocoa","Brevard","FL","32926","28.396840000000001","-80.765190000000004","19858","21012","24731","24427","25359","25840","30677"
"4872","JPMorgan Chase Bank","0","Homestead Branch","5408","2002-08-12","2008-09-25","1701 East Young Circle","Hollywood","Broward","FL","33020","26.01071","-80.142189999999999","27413","30403","33930","35574","37559","40546","47484"
"4873","JPMorgan Chase Bank","0","Buenaventura Lakes Branch","5410","2001-12-17","2008-09-25","1004 Buenaventura Blvd.","Kissimmee","Osceola","FL","34743","28.346119999999999","-81.362830000000002","32764","35833","43243","47095","50702","56801","65322"
"4874","JPMorgan Chase Bank","0","Bird Road Branch","5412","2002-08-05","2008-09-25","4200 Sw 152nd Avenue","Miami","Miami-Dade","FL","33185","25.727779999999999","-80.439719999999994","39617","46987","57931","63310","69012","87457","86759"
"4875","JPMorgan Chase Bank","0","Doral Isles Branch","5413","2002-01-02","2008-09-25","10795 NW 58th St","Miami","Miami-Dade","FL","33178","25.826160000000002","-80.371889999999993","83517","114491","155236","184646","184324","194001","200834"
"4876","JPMorgan Chase Bank","0","Deerwood Branch","5414","2002-05-08","2008-09-25","12125 Sw 152nd","Miami","Miami-Dade","FL","33177","25.627089999999999","-80.389359999999996","23093","23407","27349","30920","37453","43527","48114"
"4877","JPMorgan Chase Bank","0","Post Commons Branch","5415","2001-11-01","2008-09-25","4050 N Wickham Rd","Melbourne","Brevard","FL","32935","28.174009999999999","-80.672089999999997","33042","34507","39912","65500","74012","76850","86832"
"4878","JPMorgan Chase Bank","0","Commercial & Dixie Branch","5417","2001-10-29","2008-09-25","5055 N Dixie Hwy","Oakland Park","Broward","FL","33334","26.18995","-80.133409999999998","23744","29823","35064","39366","49711","48399","51545"
"4879","JPMorgan Chase Bank","0","Ocoee Branch","5418","2001-12-17","2008-09-25","1784 E Silver Star Rd","Ocoee","Orange","FL","34761","28.573799999999999","-81.515619999999998","39001","41307","52559","54099","52343","56956","58956"
"4880","JPMorgan Chase Bank","0","North Orange Blossom Branch","5419","2002-08-05","2008-09-25","5465 N Orange Blossom Trail","Orlando","Orange","FL","32810","28.607849999999999","-81.424329999999998","11621","12944","14915","18647","18720","20019","25589"
"4881","JPMorgan Chase Bank","0","Waterford Lakes Branch","5420","2001-06-04","2008-09-25","881 N Alafaya Trail, Waterford","Orlando","Orange","FL","32828","28.557230000000001","-81.206980000000001","48838","64795","73078","83623","92922","107144","123555"
"4882","JPMorgan Chase Bank","0","Bayside Lakes Branch","5421","2002-03-04","2008-09-25","3450 Bayside Lakes Blvd, Suite 11","Palm Bay","Brevard","FL","32909","27.950579999999999","-80.656649999999999","17423","19978","21402","22650","24730","28797","34501"
"4883","JPMorgan Chase Bank","0","Silver Lakes Branch","5422","1998-12-21","2008-09-25","150 NW 180th Ave","Pembroke Pines","Broward","FL","33029","26.00779","-80.394530000000003","66681","69769","80258","93814","101891","116804","132493"
"4884","JPMorgan Chase Bank","0","Rockledge Branch","5423","2002-06-17","2008-09-25","615 Barnes Blvd","Rockledge","Brevard","FL","32955","28.29532","-80.72336","20833","25058","29737","40309","44220","49252","54865"
"4885","JPMorgan Chase Bank","0","Acworth Commons Branch","5424","2002-04-01","2008-09-25","3350 Cobb Pkwy NW","Acworth","Cobb","GA","30101","34.035299999999999","-84.679940000000002","18038","20865","22406","26422","31813","42070","36397"
"4886","JPMorgan Chase Bank","0","Arvada Plaza Branch","5425","2002-12-02","2008-09-25","9611 West 58th Street","Arvada","Jefferson","CO","80002","39.801920000000003","-105.10647","21662","22346","28530","31327","34679","36399","44831"
"4887","JPMorgan Chase Bank","0","Denver Villa Monac0 Branch","5430","2002-12-02","2008-09-25","2251 S Monaco Pkwy, Ste 102","Denver","Denver","CO","80222","39.676299999999998","-104.91295","10396","11580","12490","15179","17300","19915","22564"
"4888","JPMorgan Chase Bank","0","Deerfield Square Branch","5433","2002-05-04","2008-09-25","5170 Windward Pkwy","Alpharetta","Fulton","GA","30004","34.092880000000001","-84.277420000000006","23727","30455","41380","44895","56134","63166","73209"
"4889","JPMorgan Chase Bank","0","Riverstone Plaza Branch","5435","2002-05-13","2008-09-25","1453 Riverstone Pkwy, Suite 100","Canton","Cherokee","GA","30114","34.252310000000001","-84.471500000000006","14488","14211","16540","20561","26674","28279","31221"
"4890","JPMorgan Chase Bank","0","Rockdale Square Branch","5436","2002-04-01","2008-09-25","1910 Hwy 20 Se. Suite 70","Conyers","Rockdale","GA","30013","33.636690000000002","-84.014309999999995","12355","13026","14322","18491","21754","23942","28839"
"4891","JPMorgan Chase Bank","0","Sharon Greens Branch","5438","2002-07-15","2008-09-25","1595 Peachtree Pkwy, Ste 210","Cumming","Forsyth","GA","30041","34.122599999999998","-84.171490000000006","20645","25326","32743","34413","36680","41581","46586"
"4892","JPMorgan Chase Bank","0","Hairston Crossing Branch","5439","2002-04-01","2008-09-25","2079 S Hairston Road, Suite F","Decatur","DeKalb","GA","30035","33.730170000000001","-84.194800000000001","8023","8887","10021","19780","20365","22469","24684"
"4893","JPMorgan Chase Bank","0","North Decatur Corners Branch","5440","2002-04-01","2008-09-25","2861 N Decatur Rd","Decatur","DeKalb","GA","30033","33.793770000000002","-84.275760000000005","14280","15532","22147","25141","27630","30212","34608"
"4894","JPMorgan Chase Bank","0","Round Lake Banking Center Branch","4108","2006-10-26","2006-10-26","1271 West Route 134","Round Lake","Lake","IL","60073","42.365369999999999","-88.118960000000001","13784","16397","17924","21204","28457","29684","35204"
"4895","JPMorgan Chase Bank","0","Edgewater Broadway Branch","4112","2006-11-29","2006-11-29","5715 North Broadway Street","Chicago","Cook","IL","60660","41.985880000000002","-87.660060000000001","20448","25564","32058","34174","83110","86842","97531"
"4896","JPMorgan Chase Bank","0","New Baltimore Kroger Branch","4114","2006-11-29","2006-11-29","35000 23 Mile Road","New Baltimore","Macomb","MI","48047","42.675960000000003","-82.758799999999994","9473","11836","14068","16682","18321","22158","26592"
"4897","JPMorgan Chase Bank","0","Hazel Dell and 146th Branch","4115","2006-11-29","2006-11-29","14775 Sunny Dell Lane","Noblesville","Hamilton","IN","46062","40.002890000000001","-86.069550000000007","25019","28445","37368","46035","48621","54999","61418"
"4898","JPMorgan Chase Bank","0","Sugar Cove Branch","4116","2006-11-29","2006-11-29","489 North State Route 47","Sugar Grove","Kane","IL","60554","41.775089999999999","-88.442409999999995","20031","24893","30421","35142","51285","50061","54058"
"4899","JPMorgan Chase Bank","0","Lower Buckeye and 99th Ave Branch","4117","2006-12-01","2006-12-01","2715 99th Avenue","Tolleson","Maricopa","AZ","85353","33.416840000000001","-112.27296","6400","7326","11206","11582","14126","16631","21004"
"4900","JPMorgan Chase Bank","0","Bayonne 20th St Branch","4118","2006-12-18","2006-12-18","439 Broadway","Bayonne","Hudson","NJ","7002","40.661990000000003","-74.119969999999995","17225","35269","49181","58591","68001","100148","101846"
"4901","JPMorgan Chase Bank","0","Birmingham Branch","4119","2006-12-21","2006-12-21","200 South Old Woodward Avenue","Birmingham","Oakland","MI","48009","42.545610000000003","-83.213229999999996","52683","67186","90361","95621","117703","149968","196650"
"4902","JPMorgan Chase Bank","0","Channahon Branch","4120","2006-12-22","2006-12-22","27242 West Eames Street","Channahon","Will","IL","60410","41.419429999999998","-88.191329999999994","13698","16087","20698","24268","28419","33488","38383"
"4903","JPMorgan Chase Bank","0","Walnut Branch","4122","2006-12-05","2006-12-05","690 South Walnut Avenue","New Braunfels","Comal","TX","78130","29.688140000000001","-98.126850000000005","14679","16269","19060","26297","29430","31725","32237"
"4904","JPMorgan Chase Bank","0","Van Dyke Road Branch","4124","2006-12-05","2006-12-05","64970 Van Dyke Road","Washington Township","Macomb","MI","48095","42.771929999999998","-83.01849","24294","25718","29474","31980","35320","42914","48272"
"4905","JPMorgan Chase Bank","0","Woodlands Parkway Banking Center Branch","4125","2007-01-04","2007-01-04","10010 Woodlands Parkway","The Woodlands","Montgomery","TX","77382","30.197230000000001","-95.563640000000007","22610","29823","42995","43533","45978","60889","66036"
